"d" "K" "m" "cv" "HR" "tau" "censoring" "matrix" "method_correction" "distribution" "delta.rmst" "var" "ci.low" "ci.up" "t_star"
821 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 5.10409791427826 29.3361851964366 -5.51163321402222 15.7198290425787 365
821 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 5.10409791427826 29.3361851964366 -7.38588663297413 17.5940824615307 365
821 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 5.10409791427826 17.5160355565815 -3.09877531968201 13.3069711482385 365
821 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 5.10409791427826 17.5160355565815 -4.54702820195339 14.7552240305099 365
821 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 5.10409791427826 28.9305989179344 -5.43799411725244 15.646189945809 365
821 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 5.10409791427826 28.9305989179344 -7.29924623396513 17.5074420625217 365
821 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 5.10409791427826 20.8960531252386 -3.85532883053308 14.0635246590896 365
821 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 5.10409791427826 20.8960531252386 -5.43715451972611 15.6453503482826 365
826 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 6.98317825135647 18.7386556314687 -1.50114694063465 15.4675034433476 365
826 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 6.98317825135647 32.1444001633105 -4.12903977850916 18.0953962812221 365
826 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 6.98317825135647 32.1444001633105 -6.0909501154328 20.0573066181457 365
826 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 6.98317825135647 24.4608243822641 -2.71038918198293 16.6767456846959 365
826 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 6.98317825135647 24.4608243822641 -4.42183059701111 18.3881870997241 365
826 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 6.98317825135647 27.4569176550456 -3.28690541505284 17.2532619177658 365
826 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 6.98317825135647 27.4569176550456 -5.10013327397766 19.0664897766906 365
826 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 6.98317825135647 34.8270857216603 -4.58344682446155 18.5498033271745 365
826 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 6.98317825135647 34.8270857216603 -6.62558469815858 20.5919412008715 365
826 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 7.90201163314781 16.7218279520757 -0.112738112454398 15.91676137875 365
826 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 7.90201163314781 34.3808479858006 -3.59027324663121 19.3942965129268 365
826 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 7.90201163314781 34.3808479858006 -5.61928603596921 21.4233093022648 365
826 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 7.90201163314781 23.8478007479437 -1.6693176651965 17.4733409314921 365
826 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 7.90201163314781 23.8478007479437 -3.35917740679382 19.1632006730894 365
826 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 7.90201163314781 30.6789646603983 -2.95395351991206 18.7579767862077 365
826 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 7.90201163314781 30.6789646603983 -4.87062129891248 20.6746445652081 365
826 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 7.90201163314781 22.9315535116202 -1.48364862649471 17.2876718927903 365
826 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 7.90201163314781 22.9315535116202 -3.14072769322616 18.9447509595218 365
777 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 8.81964884093091 10.6062418583717 2.43658990800092 15.2027077738609 365
777 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 8.81964884093091 19.6786640656382 0.125123111805575 17.5141745700562 365
777 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 8.81964884093091 19.6786640656382 -1.40993315299899 19.0492308348608 365
777 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 8.81964884093091 14.1411291533742 1.44926450083003 16.1900331810318 365
777 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 8.81964884093091 14.1411291533742 0.147991147024275 17.4913065348375 365
777 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 8.81964884093091 14.8058410112578 1.27802908450649 16.3612685973553 365
777 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 8.81964884093091 14.8058410112578 -0.0534766254706103 17.6927743073324 365
777 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 8.81964884093091 27.6495817965491 -1.48640422903032 19.1257019108921 365
777 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 8.81964884093091 27.6495817965491 -3.30598264231357 20.9452803241754 365
777 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 1104 1104 1104 1104 365
777 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -6.08420217992934 42.0493131928824 -18.7936752244315 6.62527086457285 365
771 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -6.08420217992934 79.508879592154 -23.5607603889357 11.392356029077 365
771 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -6.08420217992934 79.508879592154 -26.6463226153017 14.4779182554431 365
771 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -6.08420217992934 57.1380550056169 -20.89951471118 8.73111035132133 365
771 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -6.08420217992934 57.1380550056169 -23.5152224593267 11.346818099468 365
771 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -6.08420217992934 59.8383734488827 -21.2455559288925 9.07715156903383 365
771 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -6.08420217992934 59.8383734488827 -23.922358756366 11.7539543965074 365
771 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -6.08420217992934 63.7069221458374 -21.7279714832782 9.55956712341955 365
771 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -6.08420217992934 63.7069221458374 -24.4899468712881 12.3215425114295 365
771 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 1104 1104 1104 1104 365
771 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 1104 1104 1104 1104 365
788 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -4.13757826958511 56.4105926967194 -18.8582769247236 10.5831203855534 365
788 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -4.13757826958511 101.304066923888 -23.8646003828428 15.5894438436726 365
788 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -4.13757826958511 101.304066923888 -27.3474917819049 19.0723352427347 365
788 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -4.13757826958511 75.4969765036953 -21.1675085784812 12.892352039311 365
788 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -4.13757826958511 75.4969765036953 -24.1742167100455 15.8990601708753 365
788 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -4.13757826958511 85.5623178411274 -22.2672258279309 13.9920692887607 365
788 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -4.13757826958511 85.5623178411274 -25.4680938143135 17.1929372751433 365
788 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -4.13757826958511 77.5217632131591 -21.3943642128293 13.1192076736591 365
788 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -4.13757826958511 77.5217632131591 -24.4411246915327 16.1659681523624 365
788 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -4.13862603771888 57.5486991344407 -19.007081166261 10.7298290908232 365
788 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -4.13862603771888 104.629320690152 -24.1867986943082 15.9095466188705 365
788 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -4.13862603771888 104.629320690152 -27.7263906160722 19.4491385406344 365
788 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -4.13862603771888 77.482959008632 -21.3910924218968 13.1138403464591 365
788 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -4.13862603771888 77.482959008632 -24.4370902636936 16.1598381882559 365
788 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -4.13862603771888 88.2770195445047 -22.5536344654613 14.2763823900236 365
788 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -4.13862603771888 88.2770195445047 -25.8048841522316 17.5276320767938 365
788 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -4.13862603771888 78.097343307589 -21.459357209402 13.1821051339642 365
788 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -4.13862603771888 78.097343307589 -24.5174074958048 16.240155420367 365
823 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -0.279688216804863 75.2339442570494 -17.2799264146023 16.7205499809926 365
823 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -0.279688216804863 167.227804781922 -25.6252741391076 25.0658977054979 365
823 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -0.279688216804863 167.227804781922 -30.1001473716798 29.5407709380701 365
823 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -0.279688216804863 111.07484869531 -20.9361510620711 20.3767746284614 365
823 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -0.279688216804863 111.07484869531 -24.5831392575409 24.0237628239312 365
823 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -0.279688216804863 122.898672791779 -22.0077850190465 21.4484085854367 365
823 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -0.279688216804863 122.898672791779 -25.8439748421245 25.2845984085148 365
823 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -0.279688216804863 102.299696906958 -20.1034132208894 19.5440367872797 365
823 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -0.279688216804863 102.299696906958 -23.6033779351631 23.0440015015533 365
823 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 0.168722124467011 74.0962145950221 -16.7024828454245 17.0399270943585 365
823 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 0.168722124467011 153.67022647476 -24.1277353738913 24.4651796228253 365
823 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 0.168722124467011 153.67022647476 -28.4173804284197 28.7548246773537 365
823 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 0.168722124467011 105.803660984328 -19.9916451030906 20.3290893520246 365
823 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 0.168722124467011 105.803660984328 -23.5510454634523 23.8884897123863 365
823 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 0.168722124467011 116.373009736356 -20.9746485799039 21.3120928288379 365
823 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 0.168722124467011 116.373009736356 -24.7076024718116 25.0450467207456 365
823 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 0.168722124467011 101.166518382082 -19.544902970826 19.88234721976 365
823 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 0.168722124467011 101.166518382082 -23.0254290682031 23.3628733171371 365
722 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 8.97391886869145 45.5042490490688 -4.24737830248685 22.1952160398698 365
722 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 8.97391886869145 72.4744396782447 -7.71163103464879 25.6594687720317 365
722 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 8.97391886869145 72.4744396782447 -10.6575373104829 28.6053750478658 365
722 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 8.97391886869145 57.4149347690019 -5.8772463249208 23.8250840623037 365
722 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 8.97391886869145 57.4149347690019 -8.49928401626196 26.4471217536449 365
722 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 8.97391886869145 59.4282013124158 -6.13538250925339 24.0832202466363 365
722 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 8.97391886869145 59.4282013124158 -8.80299526463801 26.7508330020209 365
722 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 8.97391886869145 65.0337357582037 -6.83191606246743 24.7797537998503 365
722 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 8.97391886869145 65.0337357582037 -9.62250484067594 27.5703425780588 365
722 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 9.96559617213862 43.9526106469505 -3.02833101952528 22.9595233638025 365
722 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 9.96559617213862 70.1935582040327 -6.45529489134475 26.386487235622 365
722 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 9.96559617213862 70.1935582040327 -9.35447449998446 29.2856668442617 365
722 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 9.96559617213862 55.5080230011751 -4.63686199685322 24.5680543411305 365
722 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 9.96559617213862 55.5080230011751 -7.21498938323483 27.1461817275121 365
722 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 9.96559617213862 57.356160625044 -4.87796570344314 24.8091580477204 365
722 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 9.96559617213862 57.356160625044 -7.49866099597616 27.4298533402534 365
722 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 9.96559617213862 57.1768048455764 -4.85473922599411 24.7859315702713 365
722 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 9.96559617213862 57.1768048455764 -7.47133378309564 27.4025261273729 365
748 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 10.396684312569 50.0656176703202 -3.4714449272799 24.2648135524178 365
748 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 10.396684312569 134.487659068448 -12.3327856373219 33.1261542624598 365
748 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 10.396684312569 134.487659068448 -16.3457722370841 37.139140862222 365
748 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 10.396684312569 75.9316196737225 -6.6821970959195 27.4755657210574 365
748 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 10.396684312569 75.9316196737225 -9.69754775663827 30.4909163817762 365
748 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 10.396684312569 83.6604137017526 -7.53033535489157 28.3237039800295 365
748 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 10.396684312569 83.6604137017526 -10.6954285074284 31.4887971325663 365
748 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 10.396684312569 70.4778482085969 -6.0574261667142 26.8507947918521 365
748 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 10.396684312569 70.4778482085969 -8.96247080743562 29.7558394325736 365
748 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 11.7565644681294 37.3006844649139 -0.213775683916083 23.7269046201748 365
748 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 11.7565644681294 144.387481427974 -11.7946258230066 35.3077547592654 365
748 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 11.7565644681294 144.387481427974 -15.9526907165186 39.4658196527774 365
748 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 11.7565644681294 63.4143963215692 -3.85124742555018 27.3643763618089 365
748 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 11.7565644681294 63.4143963215692 -6.60687437677369 30.1200033130324 365
748 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 11.7565644681294 69.872112211543 -4.62668434813296 28.1398132843917 365
748 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 11.7565644681294 69.872112211543 -7.51921805460179 31.0323469908605 365
748 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 11.7565644681294 52.4852122802082 -2.44272360098906 25.9558525372478 365
748 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 11.7565644681294 52.4852122802082 -4.94966955587299 28.4627984921317 365
728 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -1.03678860152453 22.8921536441652 -10.4143824048977 8.34080520184868 365
728 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -1.03678860152453 36.7594745295596 -12.9199703166906 10.8463931136416 365
728 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -1.03678860152453 36.7594745295596 -15.0179976393968 12.9444204363477 365
728 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -1.03678860152453 28.8557558363286 -11.5652356752985 9.49165847224948 365
728 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -1.03678860152453 28.8557558363286 -13.4240787154796 11.3505015124306 365
728 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -1.03678860152453 31.1210753012867 -11.9706959189301 9.89711871588099 365
728 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -1.03678860152453 31.1210753012867 -13.901124725432 11.8275475223829 365
728 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -1.03678860152453 40.640207047958 -13.5314947541003 11.4579175510512 365
728 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -1.03678860152453 40.640207047958 -15.7374893711676 13.6639121681185 365
728 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 104 104 104 104 365
728 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 104 104 104 104 365
710 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 20.1249860001555 83.7980110088402 2.18322999505572 38.0667420052552 365
710 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 20.1249860001555 141.733602857305 -3.20876206750292 43.4587340678138 365
710 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 20.1249860001555 141.733602857305 -7.32843659243342 47.5784085927443 365
710 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 20.1249860001555 108.807053666272 -0.319519766921367 40.5694917672323 365
710 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 20.1249860001555 108.807053666272 -3.92908602002412 44.179058020335 365
710 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 20.1249860001555 122.178682731007 -1.53937132882656 41.7893433291375 365
710 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 20.1249860001555 122.178682731007 -5.3643076711754 45.6142796714863 365
710 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 20.1249860001555 113.092740975687 -0.718264882984823 40.9682368832957 365
710 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 20.1249860001555 113.092740975687 -4.39823131748251 44.6482033177934 365
710 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 20.278039589904 83.7641387525581 2.33991009798481 38.2161690818232 365
710 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 20.278039589904 140.125923002594 -2.92299407082374 43.4790732506317 365
710 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 20.278039589904 140.125923002594 -7.01923729103037 47.5753164708384 365
710 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 20.278039589904 108.208919225493 -0.110194939759108 40.6662741195671 365
710 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 20.278039589904 108.208919225493 -3.7098262615946 44.2659054414026 365
710 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 20.278039589904 120.508738973279 -1.23775363971288 41.7938328195209 365
710 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 20.278039589904 120.508738973279 -5.03646034532702 45.592539525135 365
710 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 20.278039589904 113.054777873473 -0.561712656312043 41.11779183612 365
710 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 20.278039589904 113.054777873473 -4.24106139127141 44.7971405710794 365
798 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -5.38117833791585 50.6474137938317 -19.3296533249408 8.56729664910907 365
798 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -5.38117833791585 121.493951137981 -26.9847430960751 16.2223864202434 365
798 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -5.38117833791585 121.493951137981 -30.7989462461139 20.0365895702822 365
798 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -5.38117833791585 77.8110129195946 -22.6701286220459 11.9077719462142 365
798 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -5.38117833791585 77.8110129195946 -25.7225678547743 14.9602111789426 365
798 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -5.38117833791585 81.7763092513015 -23.1051825270719 12.3428258512402 365
798 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -5.38117833791585 81.7763092513015 -26.2344324155214 15.4720757396897 365
798 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -5.38117833791585 70.0017015141269 -21.7796128285933 11.0172561527616 365
798 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -5.38117833791585 70.0017015141269 -24.6748276318088 13.9124709559771 365
798 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -5.76233343958116 49.357805463717 -19.5320820636011 8.00741518443883 365
798 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -5.76233343958116 112.34265352392 -26.5363479124665 15.0116810333041 365
798 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -5.76233343958116 112.34265352392 -30.2040903581434 18.6794234789811 365
798 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -5.76233343958116 73.9473021847657 -22.6165767107637 11.0919098316014 365
798 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -5.76233343958116 73.9473021847657 -25.5922665330735 14.0675996539112 365
798 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -5.76233343958116 77.8934391027037 -23.0604385009826 11.5357716218203 365
798 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -5.76233343958116 77.8934391027037 -26.1144940493837 14.5898271702214 365
798 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -5.76233343958116 69.9300534456988 -22.1523737275302 10.6277068483678 365
798 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -5.76233343958116 69.9300534456988 -25.0461064978105 13.5214396186481 365
848 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -3.74329807908196 16.3770572645157 -11.6749934265967 4.18839726843276 365
848 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -3.74329807908196 28.3454632426613 -14.1782360185324 6.69163986036849 365
848 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -3.74329807908196 28.3454632426613 -16.0205696150783 8.53397345691439 365
848 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -3.74329807908196 21.3257347305561 -12.7943715948854 5.30777543672144 365
848 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -3.74329807908196 21.3257347305561 -14.392377919382 6.90578176121804 365
848 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -3.74329807908196 25.8186228618888 -13.7022727517567 6.21567659359282 365
848 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -3.74329807908196 25.8186228618888 -15.4605729671564 7.97397680899253 365
848 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -3.74329807908196 30.6352954207266 -14.5915341485322 7.10493799036825 365
848 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -3.74329807908196 30.6352954207266 -16.5068373242654 9.02024116610152 365
848 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -5.64053325102453 5.42562893344318 -10.2058733395819 -1.07519316246721 365
848 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -5.64053325102453 24.1456406373232 -15.2714461987962 3.99037969674711 365
848 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -5.64053325102453 24.1456406373232 -16.9718256923826 5.69075919033354 365
848 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -5.64053325102453 10.3593291648281 -11.9488560389534 0.667789536904333 365
848 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -5.64053325102453 10.3593291648281 -13.0626178147776 1.78155131272851 365
848 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -5.64053325102453 14.772106523901 -13.1735564758973 1.89248997384824 365
848 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -5.64053325102453 14.772106523901 -14.5035444309071 3.22247792885801 365
848 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -5.64053325102453 8.14617757044334 -11.2345662937335 -0.0465002083155284 365
848 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -5.64053325102453 8.14617757044334 -12.2222171139466 0.941150611897535 365
793 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 0.0531036236416477 26.9662937506413 -10.1248090793555 10.2310163266388 365
793 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 0.0531036236416477 43.8794740647076 -12.9300082026229 13.0362154499062 365
793 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 0.0531036236416477 43.8794740647076 -15.2222329617956 15.3284402090789 365
793 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 0.0531036236416477 34.354707369714 -11.434811489979 11.5410187372623 365
793 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 0.0531036236416477 34.354707369714 -13.4630527781303 13.5692600254136 365
793 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 0.0531036236416477 35.7846625406326 -11.6714563920807 11.777663639364 365
793 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 0.0531036236416477 35.7846625406326 -13.7414783650932 13.8476856123765 365
793 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 0.0531036236416477 45.3637938017941 -13.1477730836097 13.253980330893 365
793 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 0.0531036236416477 45.3637938017941 -15.478445177948 15.5846524252313 365
793 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 1104 1104 1104 1104 365
793 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 1104 1104 1104 1104 365
793 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 1104 1104 1104 1104 365
793 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 1104 1104 1104 1104 365
